date,['site_id'],['daily_mean_pm10_conentration']
2020-01-16,['60190011'],['18']
2020-01-17,['60190011'],['12']
2020-01-18,['60190011'],['16']
2020-01-19,['60190011'],['24']
2020-01-20,['60190011'],['26']
2020-01-21,['60190011'],['34']
2020-01-22,['60190011'],['26']
2020-01-23,['60190011'],['19']
2020-01-24,['60190011'],['32']
2020-01-25,['60190011'],['38']
2020-01-26,['60190011'],['20']
2020-01-27,['60190011'],['17']
2020-01-28,['60190011'],['22']
2020-01-29,['60190011'],['17']
2020-01-30,['60190011'],['29']
2020-02-01,['60190011'],['41']
2020-02-02,['60190011'],['23']
2020-02-03,['60190011'],['16']
2020-02-04,['60190011'],['35']
2020-02-05,['60190011'],['44']
2020-02-06,['60190011'],['43']
2020-02-07,['60190011'],['47']
2020-02-08,['60190011'],['39']
2020-02-09,['60190011'],['26']
2020-02-10,['60190011'],['44']
2020-02-11,['60190011'],['42']
2020-02-12,['60190011'],['39']
2020-02-13,['60190011'],['35']
2020-02-14,['60190011'],['37']
2020-02-15,['60190011'],['37']
2020-02-16,['60190011'],['23']
2020-02-17,['60190011'],['24']
2020-02-18,['60190011'],['41']
2020-02-19,['60190011'],['44']
2020-02-20,['60190011'],['35']
2020-02-21,['60190011'],['43']
2020-02-22,['60190011'],['20']
2020-02-23,['60190011'],['20']
2020-02-24,['60190011'],['29']
2020-02-25,['60190011'],['37']
2020-02-26,['60190011'],['28']
2020-02-27,['60190011'],['36']
2020-02-28,['60190011'],['39']
2020-02-29,['60190011'],['34']
2020-03-01,['60190011'],['18']
2020-03-02,['60190011'],['30']
2020-03-03,['60190011'],['37']
2020-03-04,['60190011'],['42']
2020-03-05,['60190011'],['40']
2020-03-06,['60190011'],['35']
2020-03-07,['60190011'],['11']
2020-03-08,['60190011'],['12']
2020-03-09,['60190011'],['20']
2020-03-10,['60190011'],['19']
2020-03-11,['60190011'],['11']
2020-03-12,['60190011'],['19']
2020-03-13,['60190011'],['20']
2020-03-14,['60190011'],['11']
2020-03-15,['60190011'],['9']
2020-03-16,['60190011'],['2']
2020-03-17,['60190011'],['4']
2020-03-18,['60190011'],['6']
2020-03-19,['60190011'],['6']
2020-03-20,['60190011'],['8']
2020-03-21,['60190011'],['7']
2020-03-22,['60190011'],['9']
2020-03-23,['60190011'],['3']
2020-03-24,['60190011'],['7']
2020-03-25,['60190011'],['3']
2020-03-26,['60190011'],['4']
2020-03-27,['60190011'],['10']
2020-03-28,['60190011'],['15']
2020-03-29,['60190011'],['7']
2020-03-30,['60190011'],['11']
2020-03-31,['60190011'],['10']
2020-04-01,['60190011'],['9']
2020-04-02,['60190011'],['12']
2020-04-03,['60190011'],['13']
2020-04-04,['60190011'],['11']
2020-04-05,['60190011'],['6']
2020-04-06,['60190011'],['2']
2020-04-07,['60190011'],['4']
2020-04-08,['60190011'],['7']
2020-04-09,['60190011'],['3']
2020-04-10,['60190011'],['8']
2020-04-11,['60190011'],['16']
2020-04-12,['60190011'],['17']
2020-04-13,['60190011'],['16']
2020-04-14,['60190011'],['24']
2020-04-15,['60190011'],['21']
2020-04-16,['60190011'],['25']
2020-04-17,['60190011'],['15']
2020-04-18,['60190011'],['14']
2020-04-19,['60190011'],['14']
2020-04-20,['60190011'],['12']
2020-04-21,['60190011'],['14']
2020-04-22,['60190011'],['23']
2020-04-23,['60190011'],['22']
2020-04-24,['60190011'],['27']
2020-04-25,['60190011'],['35']
2020-04-26,['60190011'],['15']
2020-04-27,['60190011'],['22']
2020-04-28,['60190011'],['29']
2020-04-29,['60190011'],['33']
2020-04-30,['60190011'],['28']
2020-05-01,['60190011'],['25']
2020-05-02,['60190011'],['16']
2020-05-03,['60190011'],['11']
2020-05-04,['60190011'],['20']
2020-05-05,['60190011'],['28']
2020-05-06,['60190011'],['34']
2020-05-07,['60190011'],['42']
2020-05-08,['60190011'],['49']
2020-05-09,['60190011'],['46']
2020-05-10,['60190011'],['30']
2020-05-11,['60190011'],['24']
2020-05-12,['60190011'],['24']
2020-05-13,['60190011'],['18']
2020-05-14,['60190011'],['18']
2020-05-15,['60190011'],['18']
2020-05-20,['60190011'],['13']
2020-05-21,['60190011'],['20']
2020-05-22,['60190011'],['22']
2020-05-23,['60190011'],['21']
2020-05-24,['60190011'],['19']
2020-05-25,['60190011'],['28']
2020-05-26,['60190011'],['36']
2020-05-27,['60190011'],['32']
2020-05-28,['60190011'],['34']
2020-05-29,['60190011'],['42']
2020-05-30,['60190011'],['21']
2020-05-31,['60190011'],['18']
2020-06-01,['60190011'],['26']
2020-06-02,['60190011'],['35']
2020-06-03,['60190011'],['41']
2020-06-04,['60190011'],['39']
2020-06-05,['60190011'],['50']
2020-06-06,['60190011'],['23']
2020-06-07,['60190011'],['17']
2020-06-08,['60190011'],['20']
2020-06-09,['60190011'],['28']
2020-06-10,['60190011'],['32']
2020-06-11,['60190011'],['43']
2020-06-12,['60190011'],['33']
2020-06-13,['60190011'],['13']
2020-06-14,['60190011'],['12']
2020-06-15,['60190011'],['19']
2020-06-16,['60190011'],['22']
2020-06-17,['60190011'],['28']
2020-06-18,['60190011'],['31']
2020-06-19,['60190011'],['36']
2020-06-20,['60190011'],['26']
2020-06-21,['60190011'],['19']
2020-06-22,['60190011'],['24']
2020-06-23,['60190011'],['31']
2020-06-24,['60190011'],['34']
2020-06-25,['60190011'],['39']
2020-06-26,['60190011'],['40']
2020-06-27,['60190011'],['42']
2020-06-28,['60190011'],['32']
2020-06-29,['60190011'],['34']
2020-06-30,['60190011'],['29']
2020-07-01,['60190011'],['35']
2020-07-02,['60190011'],['39']
2020-07-03,['60190011'],['35']
2020-07-04,['60190011'],['38']
2020-07-05,['60190011'],['26']
2020-07-06,['60190011'],['41']
2020-07-07,['60190011'],['30']
2020-07-08,['60190011'],['32']
2020-07-09,['60190011'],['34']
2020-07-10,['60190011'],['31']
2020-07-11,['60190011'],['34']
2020-07-12,['60190011'],['26']
2020-07-13,['60190011'],['31']
2020-07-14,['60190011'],['40']
2020-07-15,['60190011'],['40']
2020-07-16,['60190011'],['40']
2020-07-17,['60190011'],['38']
2020-07-18,['60190011'],['34']
2020-07-19,['60190011'],['29']
2020-07-20,['60190011'],['33']
2020-07-21,['60190011'],['36']
2020-07-22,['60190011'],['36']
2020-07-23,['60190011'],['36']
2020-07-24,['60190011'],['31']
2020-07-25,['60190011'],['33']
2020-07-26,['60190011'],['31']
2020-07-27,['60190011'],['39']
2020-07-28,['60190011'],['38']
2020-07-29,['60190011'],['36']
2020-07-30,['60190011'],['43']
2020-07-31,['60190011'],['42']
2020-01-01,['60190500'],['19']
2020-01-02,['60190500'],['22']
2020-01-03,['60190500'],['15']
2020-01-04,['60190500'],['8']
2020-01-05,['60190500'],['10']
2020-01-06,['60190500'],['14']
2020-01-07,['60190500'],['13']
2020-01-08,['60190500'],['13']
2020-01-09,['60190500'],['7']
2020-01-10,['60190500'],['7']
2020-01-11,['60190500'],['8']
2020-01-12,['60190500'],['6']
2020-01-13,['60190500'],['10']
2020-01-14,['60190500'],['8']
2020-01-15,['60190500'],['13']
2020-01-16,['60190500'],['11']
2020-01-17,['60190500'],['4']
2020-01-18,['60190500'],['6']
2020-01-19,['60190500'],['10']
2020-01-20,['60190500'],['15']
2020-01-21,['60190500'],['21']
2020-01-22,['60190500'],['12']
2020-01-23,['60190500'],['13']
2020-01-24,['60190500'],['23']
2020-01-25,['60190500'],['32']
2020-01-26,['60190500'],['11']
2020-01-27,['60190500'],['13']
2020-01-28,['60190500'],['8']
2020-01-29,['60190500'],['10']
2020-01-30,['60190500'],['16']
2020-01-31,['60190500'],['20']
2020-02-01,['60190500'],['15']
2020-02-02,['60190500'],['10']
2020-02-03,['60190500'],['9']
2020-02-04,['60190500'],['21']
2020-02-05,['60190500'],['24']
2020-02-06,['60190500'],['21']
2020-02-07,['60190500'],['19']
2020-02-08,['60190500'],['23']
2020-02-09,['60190500'],['18']
2020-02-10,['60190500'],['29']
2020-02-11,['60190500'],['37']
2020-02-12,['60190500'],['25']
2020-02-13,['60190500'],['38']
2020-02-14,['60190500'],['43']
2020-02-15,['60190500'],['18']
2020-02-16,['60190500'],['11']
2020-02-17,['60190500'],['17']
2020-02-18,['60190500'],['27']
2020-02-19,['60190500'],['28']
2020-02-20,['60190500'],['29']
2020-02-21,['60190500'],['46']
2020-02-22,['60190500'],['12']
2020-02-23,['60190500'],['10']
2020-02-24,['60190500'],['27']
2020-02-25,['60190500'],['20']
2020-02-26,['60190500'],['16']
2020-02-27,['60190500'],['20']
2020-02-28,['60190500'],['21']
2020-02-29,['60190500'],['21']
2020-03-01,['60190500'],['13']
2020-03-02,['60190500'],['15']
2020-03-03,['60190500'],['20']
2020-03-04,['60190500'],['20']
2020-03-05,['60190500'],['21']
2020-03-06,['60190500'],['26']
2020-03-07,['60190500'],['8']
2020-03-08,['60190500'],['7']
2020-03-09,['60190500'],['14']
2020-03-10,['60190500'],['21']
2020-03-11,['60190500'],['4']
2020-03-12,['60190500'],['15']
2020-03-13,['60190500'],['22']
2020-03-14,['60190500'],['9']
2020-03-15,['60190500'],['4']
2020-03-16,['60190500'],['0']
2020-03-17,['60190500'],['0']
2020-03-18,['60190500'],['2']
2020-03-19,['60190500'],['4']
2020-03-20,['60190500'],['3']
2020-03-21,['60190500'],['4']
2020-03-22,['60190500'],['5']
2020-03-23,['60190500'],['2']
2020-03-24,['60190500'],['2']
2020-03-25,['60190500'],['1']
2020-03-26,['60190500'],['2']
2020-03-27,['60190500'],['7']
2020-03-28,['60190500'],['8']
2020-03-29,['60190500'],['5']
2020-03-30,['60190500'],['10']
2020-03-31,['60190500'],['11']
2020-04-01,['60190500'],['10']
2020-04-02,['60190500'],['10']
2020-04-03,['60190500'],['11']
2020-04-04,['60190500'],['11']
2020-04-05,['60190500'],['5']
2020-04-06,['60190500'],['0']
2020-04-07,['60190500'],['3']
2020-04-08,['60190500'],['4']
2020-04-09,['60190500'],['0']
2020-04-10,['60190500'],['4']
2020-04-11,['60190500'],['8']
2020-04-12,['60190500'],['12']
2020-04-13,['60190500'],['13']
2020-04-14,['60190500'],['17']
2020-04-15,['60190500'],['16']
2020-04-16,['60190500'],['34']
2020-04-17,['60190500'],['18']
2020-04-18,['60190500'],['12']
2020-04-19,['60190500'],['13']
2020-04-20,['60190500'],['12']
2020-04-21,['60190500'],['20']
2020-04-22,['60190500'],['35']
2020-04-23,['60190500'],['44']
2020-04-24,['60190500'],['24']
2020-04-25,['60190500'],['23']
2020-04-26,['60190500'],['14']
2020-04-27,['60190500'],['18']
2020-04-28,['60190500'],['31']
2020-04-29,['60190500'],['28']
2020-04-30,['60190500'],['25']
2020-05-01,['60190500'],['27']
2020-05-02,['60190500'],['15']
2020-05-03,['60190500'],['11']
2020-05-04,['60190500'],['41']
2020-05-05,['60190500'],['23']
2020-05-06,['60190500'],['26']
2020-05-07,['60190500'],['43']
2020-05-08,['60190500'],['38']
2020-05-09,['60190500'],['33']
2020-05-10,['60190500'],['29']
2020-05-11,['60190500'],['33']
2020-05-12,['60190500'],['32']
2020-05-13,['60190500'],['15']
2020-05-14,['60190500'],['18']
2020-05-15,['60190500'],['19']
2020-05-16,['60190500'],['21']
2020-05-17,['60190500'],['20']
2020-05-18,['60190500'],['4']
2020-05-19,['60190500'],['4']
2020-05-20,['60190500'],['11']
2020-05-21,['60190500'],['20']
2020-05-22,['60190500'],['18']
2020-05-23,['60190500'],['16']
2020-05-24,['60190500'],['13']
2020-05-25,['60190500'],['18']
2020-05-26,['60190500'],['35']
2020-05-27,['60190500'],['41']
2020-05-28,['60190500'],['32']
2020-05-29,['60190500'],['39']
2020-06-03,['60190500'],['36']
2020-06-04,['60190500'],['66']
2020-06-05,['60190500'],['53']
2020-06-06,['60190500'],['18']
2020-06-07,['60190500'],['23']
2020-06-08,['60190500'],['31']
2020-06-09,['60190500'],['31']
2020-06-10,['60190500'],['32']
2020-06-11,['60190500'],['72']
2020-06-12,['60190500'],['41']
2020-06-13,['60190500'],['8']
2020-06-14,['60190500'],['8']
2020-06-15,['60190500'],['37']
2020-06-16,['60190500'],['35']
2020-06-17,['60190500'],['40']
2020-06-18,['60190500'],['62']
2020-06-19,['60190500'],['57']
2020-06-20,['60190500'],['28']
2020-06-21,['60190500'],['16']
2020-06-22,['60190500'],['46']
2020-06-23,['60190500'],['64']
2020-06-24,['60190500'],['44']
2020-06-25,['60190500'],['61']
2020-06-26,['60190500'],['57']
2020-06-27,['60190500'],['41']
2020-06-28,['60190500'],['41']
2020-06-29,['60190500'],['47']
2020-06-30,['60190500'],['66']
2020-07-01,['60190500'],['43']
2020-07-02,['60190500'],['42']
2020-07-03,['60190500'],['28']
2020-07-04,['60190500'],['23']
2020-07-05,['60190500'],['23']
2020-07-06,['60190500'],['45']
2020-07-07,['60190500'],['55']
2020-07-08,['60190500'],['43']
2020-07-09,['60190500'],['61']
2020-07-10,['60190500'],['43']
2020-07-11,['60190500'],['28']
2020-07-12,['60190500'],['24']
2020-07-13,['60190500'],['71']
2020-07-14,['60190500'],['49']
2020-07-15,['60190500'],['58']
2020-07-16,['60190500'],['63']
2020-07-17,['60190500'],['65']
2020-07-18,['60190500'],['44']
2020-07-19,['60190500'],['34']
2020-07-20,['60190500'],['64']
2020-07-21,['60190500'],['68']
2020-07-22,['60190500'],['64']
2020-07-23,['60190500'],['55']
2020-07-24,['60190500'],['83']
2020-07-25,['60190500'],['40']
2020-07-26,['60190500'],['31']
2020-07-27,['60190500'],['76']
2020-07-28,['60190500'],['72']
2020-07-29,['60190500'],['69']
2020-07-30,['60190500'],['64']
2020-07-31,['60190500'],['95']
2020-08-01,['60190500'],['35']
2020-08-02,['60190500'],['17']
2020-08-03,['60190500'],['64']
2020-08-04,['60190500'],['57']
2020-08-05,['60190500'],['78']
2020-08-06,['60190500'],['42']
2020-08-07,['60190500'],['48']
2020-08-08,['60190500'],['42']
2020-08-09,['60190500'],['29']
2020-08-10,['60190500'],['67']
2020-08-11,['60190500'],['49']
2020-08-12,['60190500'],['63']
2020-08-13,['60190500'],['72']
2020-08-14,['60190500'],['81']
2020-08-15,['60190500'],['66']
2020-08-16,['60190500'],['59']
2020-08-17,['60190500'],['97']
2020-08-18,['60190500'],['85']
2020-08-19,['60190500'],['118']
2020-08-20,['60190500'],['174']
2020-08-21,['60190500'],['211']
2020-08-22,['60190500'],['212']
2020-08-23,['60190500'],['159']
2020-08-24,['60190500'],['200']
2020-08-25,['60190500'],['137']
2020-08-26,['60190500'],['100']
2020-08-27,['60190500'],['111']
2020-08-28,['60190500'],['105']
2020-08-29,['60190500'],['58']
2020-08-30,['60190500'],['62']
2020-08-31,['60190500'],['96']
2020-01-05,['60195001'],['10']
2020-01-06,['60195001'],['34']
2020-01-07,['60195001'],['21']
2020-01-08,['60195001'],['15']
2020-01-09,['60195001'],['11']
2020-01-11,['60195001'],['13']
2020-01-12,['60195001'],['18']
2020-01-13,['60195001'],['28']
2020-01-14,['60195001'],['19']
2020-01-15,['60195001'],['29']
2020-01-16,['60195001'],['39']
2020-01-17,['60195001'],['10']
2020-01-18,['60195001'],['12']
2020-01-19,['60195001'],['22']
2020-01-20,['60195001'],['24']
2020-01-21,['60195001'],['33']
2020-01-22,['60195001'],['18']
2020-01-23,['60195001'],['20']
2020-01-24,['60195001'],['46']
2020-01-25,['60195001'],['35']
2020-01-26,['60195001'],['14']
2020-01-27,['60195001'],['34']
2020-01-29,['60195001'],['13']
2020-01-30,['60195001'],['32']
2020-01-31,['60195001'],['43']
2020-02-01,['60195001'],['28']
2020-02-02,['60195001'],['12']
2020-02-03,['60195001'],['12']
2020-02-04,['60195001'],['35']
2020-02-05,['60195001'],['44']
2020-02-06,['60195001'],['49']
2020-02-07,['60195001'],['52']
2020-02-08,['60195001'],['37']
2020-02-09,['60195001'],['26']
2020-02-10,['60195001'],['56']
2020-02-11,['60195001'],['44']
2020-02-12,['60195001'],['59']
2020-02-13,['60195001'],['51']
2020-02-14,['60195001'],['35']
2020-02-15,['60195001'],['30']
2020-02-16,['60195001'],['18']
2020-02-17,['60195001'],['22']
2020-02-18,['60195001'],['51']
2020-02-19,['60195001'],['46']
2020-02-20,['60195001'],['43']
2020-02-21,['60195001'],['53']
2020-02-22,['60195001'],['19']
2020-02-23,['60195001'],['14']
2020-02-24,['60195001'],['39']
2020-02-25,['60195001'],['43']
2020-02-26,['60195001'],['47']
2020-02-27,['60195001'],['50']
2020-02-28,['60195001'],['56']
2020-02-29,['60195001'],['26']
2020-03-01,['60195001'],['15']
2020-03-02,['60195001'],['31']
2020-03-03,['60195001'],['40']
2020-03-04,['60195001'],['50']
2020-03-05,['60195001'],['48']
2020-03-06,['60195001'],['45']
2020-03-07,['60195001'],['14']
2020-03-08,['60195001'],['11']
2020-03-09,['60195001'],['21']
2020-03-10,['60195001'],['35']
2020-03-11,['60195001'],['7']
2020-03-12,['60195001'],['17']
2020-03-13,['60195001'],['32']
2020-03-14,['60195001'],['9']
2020-03-15,['60195001'],['9']
2020-03-16,['60195001'],['1']
2020-03-17,['60195001'],['2']
2020-03-18,['60195001'],['3']
2020-03-19,['60195001'],['5']
2020-03-20,['60195001'],['6']
2020-03-21,['60195001'],['5']
2020-03-22,['60195001'],['7']
2020-03-23,['60195001'],['3']
2020-03-24,['60195001'],['5']
2020-03-25,['60195001'],['2']
2020-03-26,['60195001'],['5']
2020-03-27,['60195001'],['10']
2020-03-28,['60195001'],['13']
2020-03-29,['60195001'],['6']
2020-03-30,['60195001'],['10']
2020-03-31,['60195001'],['10']
2020-04-01,['60195001'],['8']
2020-04-02,['60195001'],['13']
2020-04-03,['60195001'],['25']
2020-04-04,['60195001'],['10']
2020-04-05,['60195001'],['5']
2020-04-06,['60195001'],['1']
2020-04-07,['60195001'],['3']
2020-04-08,['60195001'],['4']
2020-04-09,['60195001'],['1']
2020-04-10,['60195001'],['7']
2020-04-11,['60195001'],['11']
2020-04-12,['60195001'],['14']
2020-04-13,['60195001'],['18']
2020-04-14,['60195001'],['31']
2020-04-15,['60195001'],['38']
2020-04-16,['60195001'],['45']
2020-04-17,['60195001'],['29']
2020-04-18,['60195001'],['12']
2020-04-19,['60195001'],['13']
2020-04-20,['60195001'],['11']
2020-04-21,['60195001'],['14']
2020-04-22,['60195001'],['38']
2020-04-23,['60195001'],['26']
2020-04-24,['60195001'],['42']
2020-04-25,['60195001'],['34']
2020-04-26,['60195001'],['15']
2020-04-27,['60195001'],['22']
2020-04-28,['60195001'],['39']
2020-04-29,['60195001'],['41']
2020-04-30,['60195001'],['28']
2020-05-01,['60195001'],['23']
2020-05-02,['60195001'],['14']
2020-05-03,['60195001'],['9']
2020-05-04,['60195001'],['26']
2020-05-05,['60195001'],['29']
2020-05-06,['60195001'],['31']
2020-05-12,['60195001'],['32']
2020-05-13,['60195001'],['21']
2020-05-14,['60195001'],['18']
2020-05-15,['60195001'],['17']
2020-05-16,['60195001'],['24']
2020-05-17,['60195001'],['23']
2020-05-18,['60195001'],['6']
2020-05-19,['60195001'],['15']
2020-05-20,['60195001'],['17']
2020-05-21,['60195001'],['29']
2020-05-22,['60195001'],['23']
2020-05-23,['60195001'],['26']
2020-05-24,['60195001'],['18']
2020-05-25,['60195001'],['26']
2020-05-26,['60195001'],['37']
2020-05-27,['60195001'],['40']
2020-05-28,['60195001'],['44']
2020-05-29,['60195001'],['47']
2020-05-30,['60195001'],['22']
2020-05-31,['60195001'],['17']
2020-06-01,['60195001'],['28']
2020-06-02,['60195001'],['39']
2020-06-03,['60195001'],['51']
2020-06-04,['60195001'],['53']
2020-06-05,['60195001'],['56']
2020-06-06,['60195001'],['21']
2020-06-07,['60195001'],['13']
2020-06-08,['60195001'],['20']
2020-06-09,['60195001'],['40']
2020-06-10,['60195001'],['54']
2020-06-11,['60195001'],['67']
2020-06-12,['60195001'],['30']
2020-06-13,['60195001'],['11']
2020-06-14,['60195001'],['11']
2020-06-15,['60195001'],['22']
2020-06-16,['60195001'],['20']
2020-06-17,['60195001'],['47']
2020-06-18,['60195001'],['47']
2020-06-19,['60195001'],['48']
2020-06-20,['60195001'],['32']
2020-06-21,['60195001'],['19']
2020-06-22,['60195001'],['33']
2020-06-23,['60195001'],['49']
2020-06-24,['60195001'],['43']
2020-06-25,['60195001'],['46']
2020-06-26,['60195001'],['55']
2020-06-27,['60195001'],['45']
2020-06-28,['60195001'],['35']
2020-06-29,['60195001'],['50']
2020-06-30,['60195001'],['54']
2020-07-01,['60195001'],['62']
2020-07-02,['60195001'],['63']
2020-07-03,['60195001'],['35']
2020-07-04,['60195001'],['38']
2020-07-05,['60195001'],['24']
2020-07-06,['60195001'],['41']
2020-07-07,['60195001'],['32']
2020-07-08,['60195001'],['34']
2020-07-09,['60195001'],['41']
2020-07-10,['60195001'],['45']
2020-07-11,['60195001'],['35']
2020-07-12,['60195001'],['26']
2020-07-13,['60195001'],['30']
2020-07-14,['60195001'],['43']
2020-07-15,['60195001'],['51']
2020-07-16,['60195001'],['46']
2020-07-17,['60195001'],['39']
2020-07-18,['60195001'],['31']
2020-07-19,['60195001'],['26']
2020-07-20,['60195001'],['32']
2020-07-21,['60195001'],['34']
2020-07-22,['60195001'],['41']
2020-07-23,['60195001'],['41']
2020-07-24,['60195001'],['43']
2020-07-25,['60195001'],['33']
2020-07-26,['60195001'],['30']
2020-07-27,['60195001'],['43']
2020-07-28,['60195001'],['49']
2020-07-29,['60195001'],['44']
2020-07-30,['60195001'],['53']
2020-07-31,['60195001'],['52']
2020-01-01,['60210003'],['19']
2020-01-02,['60210003'],['8']
2020-01-03,['60210003'],['16']
2020-01-04,['60210003'],['15']
2020-01-05,['60210003'],['5']
2020-01-06,['60210003'],['7']
2020-01-07,['60210003'],['15']
2020-01-08,['60210003'],['13']
2020-01-09,['60210003'],['5']
2020-01-10,['60210003'],['7']
2020-01-11,['60210003'],['7']
2020-01-12,['60210003'],['4']
2020-01-13,['60210003'],['3']
2020-01-14,['60210003'],['3']
2020-01-15,['60210003'],['9']
2020-01-16,['60210003'],['5']
2020-01-17,['60210003'],['5']
2020-01-18,['60210003'],['2']
2020-01-19,['60210003'],['9']
2020-01-20,['60210003'],['12']
2020-01-21,['60210003'],['11']
2020-01-22,['60210003'],['5']
2020-01-23,['60210003'],['13']
2020-01-24,['60210003'],['14']
2020-01-25,['60210003'],['11']
2020-01-26,['60210003'],['5']
2020-01-27,['60210003'],['7']
2020-01-28,['60210003'],['7']
2020-01-29,['60210003'],['4']
2020-01-30,['60210003'],['6']
2020-01-31,['60210003'],['14']
2020-02-01,['60210003'],['14']
2020-02-02,['60210003'],['6']
2020-02-03,['60210003'],['1']
2020-02-04,['60210003'],['2']
2020-02-05,['60210003'],['20']
2020-02-06,['60210003'],['27']
2020-02-07,['60210003'],['33']
2020-02-08,['60210003'],['13']
2020-02-09,['60210003'],['6']
2020-02-10,['60210003'],['3']
2020-02-11,['60210003'],['5']
2020-02-12,['60210003'],['9']
2020-02-13,['60210003'],['26']
2020-02-14,['60210003'],['30']
2020-02-15,['60210003'],['23']
2020-02-16,['60210003'],['17']
2020-02-17,['60210003'],['8']
2020-02-18,['60210003'],['12']
2020-02-20,['60210003'],['13']
2020-02-21,['60210003'],['13']
2020-02-22,['60210003'],['14']
2020-02-23,['60210003'],['20']
2020-02-24,['60210003'],['8']
2020-02-25,['60210003'],['7']
2020-02-26,['60210003'],['25']
2020-02-27,['60210003'],['18']
2020-02-28,['60210003'],['25']
2020-03-03,['60210003'],['4']
2020-03-04,['60210003'],['18']
2020-03-05,['60210003'],['25']
2020-03-06,['60210003'],['14']
2020-03-07,['60210003'],['1']
2020-03-08,['60210003'],['3']
2020-03-09,['60210003'],['4']
2020-03-10,['60210003'],['6']
2020-03-11,['60210003'],['22']
2020-03-12,['60210003'],['13']
2020-03-13,['60210003'],['18']
2020-03-14,['60210003'],['4']
2020-03-15,['60210003'],['1']
2020-03-16,['60210003'],['3']
2020-03-17,['60210003'],['2']
2020-03-18,['60210003'],['4']
2020-03-19,['60210003'],['5']
2020-03-20,['60210003'],['8']
2020-03-21,['60210003'],['6']
2020-03-22,['60210003'],['6']
2020-03-23,['60210003'],['10']
2020-03-24,['60210003'],['2']
2020-03-25,['60210003'],['3']
2020-03-26,['60210003'],['3']
2020-03-27,['60210003'],['10']
2020-03-28,['60210003'],['15']
2020-03-29,['60210003'],['6']
2020-03-30,['60210003'],['4']
2020-03-31,['60210003'],['6']
2020-04-08,['60210003'],['12']
2020-04-09,['60210003'],['11']
2020-04-10,['60210003'],['11']
2020-04-11,['60210003'],['16']
2020-04-12,['60210003'],['8']
2020-04-13,['60210003'],['15']
2020-04-14,['60210003'],['13']
2020-04-15,['60210003'],['36']
2020-04-16,['60210003'],['18']
2020-04-17,['60210003'],['60']
2020-04-18,['60210003'],['39']
2020-04-19,['60210003'],['24']
2020-04-20,['60210003'],['51']
2020-04-21,['60210003'],['41']
2020-04-22,['60210003'],['39']
2020-04-23,['60210003'],['9']
2020-04-24,['60210003'],['11']
2020-04-25,['60210003'],['15']
2020-04-26,['60210003'],['16']
2020-04-27,['60210003'],['19']
2020-04-28,['60210003'],['19']
2020-04-29,['60210003'],['47']
2020-04-30,['60210003'],['28']
2020-05-01,['60210003'],['36']
2020-05-02,['60210003'],['39']
2020-05-03,['60210003'],['8']
2020-05-04,['60210003'],['23']
2020-05-05,['60210003'],['34']
2020-05-06,['60210003'],['18']
2020-05-07,['60210003'],['15']
2020-05-08,['60210003'],['30']
2020-05-09,['60210003'],['35']
2020-05-10,['60210003'],['31']
2020-05-11,['60210003'],['15']
2020-05-12,['60210003'],['6']
2020-05-13,['60210003'],['11']
2020-05-14,['60210003'],['10']
2020-05-15,['60210003'],['8']
2020-05-16,['60210003'],['11']
2020-05-17,['60210003'],['6']
2020-05-22,['60210003'],['7']
2020-05-23,['60210003'],['6']
2020-05-24,['60210003'],['8']
2020-05-25,['60210003'],['9']
2020-05-26,['60210003'],['14']
2020-05-27,['60210003'],['18']
2020-05-28,['60210003'],['20']
2020-05-29,['60210003'],['25']
2020-05-30,['60210003'],['10']
2020-05-31,['60210003'],['6']
2020-06-01,['60210003'],['10']
2020-06-02,['60210003'],['12']
2020-06-03,['60210003'],['22']
2020-06-04,['60210003'],['25']
2020-06-05,['60210003'],['39']
2020-06-06,['60210003'],['13']
2020-06-07,['60210003'],['4']
2020-06-08,['60210003'],['4']
2020-06-09,['60210003'],['10']
2020-06-10,['60210003'],['16']
2020-06-11,['60210003'],['16']
2020-06-12,['60210003'],['16']
2020-06-13,['60210003'],['7']
2020-06-14,['60210003'],['8']
2020-06-15,['60210003'],['11']
2020-06-16,['60210003'],['6']
2020-06-17,['60210003'],['21']
2020-06-18,['60210003'],['9']
2020-06-19,['60210003'],['23']
2020-06-20,['60210003'],['22']
2020-06-21,['60210003'],['13']
2020-06-22,['60210003'],['25']
2020-06-23,['60210003'],['26']
2020-06-24,['60210003'],['25']
2020-06-25,['60210003'],['25']
2020-06-26,['60210003'],['34']
2020-06-27,['60210003'],['23']
2020-06-28,['60210003'],['21']
2020-06-29,['60210003'],['14']
2020-06-30,['60210003'],['14']
2020-07-01,['60210003'],['21']
2020-07-02,['60210003'],['27']
2020-07-03,['60210003'],['25']
2020-07-04,['60210003'],['27']
2020-07-05,['60210003'],['21']
2020-07-06,['60210003'],['25']
2020-07-07,['60210003'],['26']
2020-07-08,['60210003'],['23']
2020-07-09,['60210003'],['24']
2020-07-10,['60210003'],['24']
2020-07-11,['60210003'],['21']
2020-07-12,['60210003'],['13']
2020-07-13,['60210003'],['24']
2020-07-14,['60210003'],['35']
2020-07-15,['60210003'],['35']
2020-07-16,['60210003'],['34']
2020-07-17,['60210003'],['25']
2020-07-18,['60210003'],['19']
2020-07-23,['60210003'],['20']
2020-07-24,['60210003'],['26']
